task,seed,attention,step,loss,train_accuracy,train_tokens
local,2028,csa,59,2.9052574634552,0.3173828125,2048
local,2028,csa,60,2.8510594367980957,0.33203125,2048
local,2028,csa,61,2.830082654953003,0.3232421875,2048
local,2028,csa,62,2.801442861557007,0.33740234375,2048
local,2028,csa,63,2.755044937133789,0.34912109375,2048
local,2028,csa,64,2.7432401180267334,0.31982421875,2048
local,2028,csa,65,2.7023274898529053,0.32958984375,2048
local,2028,csa,66,2.6658506393432617,0.34326171875,2048
local,2028,csa,67,2.6430001258850098,0.33935546875,2048
local,2028,csa,68,2.5970942974090576,0.333984375,2048
local,2028,csa,69,2.5808136463165283,0.35302734375,2048
local,2028,csa,70,2.537956714630127,0.34765625,2048
local,2028,csa,71,2.5419116020202637,0.32763671875,2048
local,2028,csa,72,2.5015342235565186,0.33935546875,2048
local,2028,csa,73,2.489392042160034,0.30810546875,2048
local,2028,csa,74,2.446357011795044,0.3388671875,2048
local,2028,csa,75,2.4224581718444824,0.34033203125,2048
local,2028,csa,76,2.3878300189971924,0.34326171875,2048
local,2028,csa,77,2.366729259490967,0.3349609375,2048
local,2028,csa,78,2.336782693862915,0.3291015625,2048
local,2028,csa,79,2.3138034343719482,0.33544921875,2048
local,2028,csa,80,2.2974820137023926,0.31640625,2048
local,2028,csa,81,2.2790720462799072,0.33056640625,2048
local,2028,csa,82,2.2415177822113037,0.32568359375,2048
local,2028,csa,83,2.226004123687744,0.32958984375,2048
local,2028,csa,84,2.203883647918701,0.3349609375,2048
local,2028,csa,85,2.159501552581787,0.36328125,2048
local,2028,csa,86,2.1687119007110596,0.31640625,2048
local,2028,csa,87,2.134173631668091,0.32861328125,2048
local,2028,csa,88,2.1177124977111816,0.3251953125,2048
local,2028,csa,89,2.0799858570098877,0.34814453125,2048
local,2028,csa,90,2.0653960704803467,0.32861328125,2048
local,2028,csa,91,2.0504822731018066,0.349609375,2048
local,2028,csa,92,2.0335779190063477,0.33056640625,2048
local,2028,csa,93,2.008164882659912,0.32666015625,2048
local,2028,csa,94,2.001807451248169,0.3232421875,2048
local,2028,csa,95,1.9711251258850098,0.34423828125,2048
local,2028,csa,96,1.9491827487945557,0.34033203125,2048
local,2028,csa,97,1.9368999004364014,0.3310546875,2048
local,2028,csa,98,1.922787070274353,0.33203125,2048
local,2028,csa,99,1.9025547504425049,0.34716796875,2048
local,2028,csa,100,1.8985459804534912,0.33251953125,2048
local,2028,csa,101,1.8663694858551025,0.34814453125,2048
local,2028,csa,102,1.8581408262252808,0.333984375,2048
local,2028,csa,103,1.8427759408950806,0.33935546875,2048
local,2028,csa,104,1.8272953033447266,0.3359375,2048
local,2028,csa,105,1.8201099634170532,0.33740234375,2048
local,2028,csa,106,1.8090262413024902,0.32568359375,2048
local,2028,csa,107,1.7874120473861694,0.33251953125,2048
local,2028,csa,108,1.7732250690460205,0.337890625,2048
local,2028,csa,109,1.7647050619125366,0.3291015625,2048
local,2028,csa,110,1.751560926437378,0.3291015625,2048
local,2028,csa,111,1.7338595390319824,0.3427734375,2048
local,2028,csa,112,1.7309390306472778,0.337890625,2048
local,2028,csa,113,1.715346097946167,0.33740234375,2048
local,2028,csa,114,1.7059552669525146,0.33447265625,2048
local,2028,csa,115,1.6893815994262695,0.341796875,2048
local,2028,csa,116,1.679753303527832,0.34619140625,2048
local,2028,csa,117,1.6611056327819824,0.3564453125,2048
local,2028,csa,118,1.6622698307037354,0.333984375,2048
local,2028,csa,119,1.647469162940979,0.33544921875,2048
local,2028,csa,120,1.6340676546096802,0.34814453125,2048
local,2028,csa,121,1.6230978965759277,0.34228515625,2048
local,2028,csa,122,1.629950761795044,0.322265625,2048
local,2028,csa,123,1.612769603729248,0.33349609375,2048
local,2028,csa,124,1.6005316972732544,0.33984375,2048
local,2028,csa,125,1.589781403541565,0.34423828125,2048
local,2028,csa,126,1.5837699174880981,0.33837890625,2048
local,2028,csa,127,1.5809037685394287,0.3408203125,2048
local,2028,csa,128,1.5770028829574585,0.33154296875,2048
local,2028,csa,129,1.5644737482070923,0.3212890625,2048
local,2028,csa,130,1.555060625076294,0.3447265625,2048
local,2028,csa,131,1.5535873174667358,0.314453125,2048
local,2028,csa,132,1.5386940240859985,0.330078125,2048
local,2028,csa,133,1.5330400466918945,0.34033203125,2048
local,2028,csa,134,1.5247265100479126,0.3291015625,2048
local,2028,csa,135,1.5221920013427734,0.31982421875,2048
local,2028,csa,136,1.5097439289093018,0.3408203125,2048
local,2028,csa,137,1.5008995532989502,0.34130859375,2048
local,2028,csa,138,1.4986529350280762,0.33642578125,2048
local,2028,csa,139,1.4918925762176514,0.3291015625,2048
local,2028,csa,140,1.4826338291168213,0.33984375,2048
local,2028,csa,141,1.4767649173736572,0.3427734375,2048
local,2028,csa,142,1.482068657875061,0.32763671875,2048
local,2028,csa,143,1.473412275314331,0.31982421875,2048
local,2028,csa,144,1.464640498161316,0.3271484375,2048
local,2028,csa,145,1.4586588144302368,0.32080078125,2048
local,2028,csa,146,1.463989019393921,0.30322265625,2048
local,2028,csa,147,1.4470665454864502,0.33642578125,2048
local,2028,csa,148,1.444338083267212,0.32666015625,2048
local,2028,csa,149,1.438692331314087,0.33837890625,2048
local,2028,csa,150,1.4390872716903687,0.3271484375,2048
local,2028,csa,151,1.4318366050720215,0.32763671875,2048
local,2028,csa,152,1.4318459033966064,0.33154296875,2048
local,2028,csa,153,1.4243888854980469,0.33642578125,2048
local,2028,csa,154,1.4220927953720093,0.32080078125,2048
local,2028,csa,155,1.414108157157898,0.32373046875,2048
local,2028,csa,156,1.4112919569015503,0.3408203125,2048
local,2028,csa,157,1.4113095998764038,0.32421875,2048
local,2028,csa,158,1.4068750143051147,0.3310546875,2048
local,2028,csa,159,1.403367519378662,0.32666015625,2048
local,2028,csa,160,1.388561725616455,0.35205078125,2048
local,2028,csa,161,1.3897827863693237,0.33642578125,2048
local,2028,csa,162,1.3891375064849854,0.32373046875,2048
local,2028,csa,163,1.3812503814697266,0.3359375,2048
local,2028,csa,164,1.3859691619873047,0.33544921875,2048
local,2028,csa,165,1.376511573791504,0.34765625,2048
local,2028,csa,166,1.3741625547409058,0.3291015625,2048
local,2028,csa,167,1.3786554336547852,0.3232421875,2048
local,2028,csa,168,1.3670105934143066,0.3310546875,2048
local,2028,csa,169,1.365477442741394,0.341796875,2048
local,2028,csa,170,1.3673391342163086,0.32958984375,2048
local,2028,csa,171,1.3501486778259277,0.357421875,2048
local,2028,csa,172,1.3616936206817627,0.31787109375,2048
local,2028,csa,173,1.3551268577575684,0.3212890625,2048
local,2028,csa,174,1.3492203950881958,0.3359375,2048
local,2028,csa,175,1.344360113143921,0.35693359375,2048
local,2028,csa,176,1.3470308780670166,0.326171875,2048
local,2028,csa,177,1.3444057703018188,0.3427734375,2048
local,2028,csa,178,1.3370944261550903,0.3447265625,2048
local,2028,csa,179,1.333614706993103,0.3369140625,2048
local,2028,csa,180,1.3337578773498535,0.34228515625,2048
local,2028,csa,181,1.33367919921875,0.33740234375,2048
local,2028,csa,182,1.3326138257980347,0.32666015625,2048
local,2028,csa,183,1.329496145248413,0.34228515625,2048
local,2028,csa,184,1.3222637176513672,0.33544921875,2048
local,2028,csa,185,1.3265178203582764,0.33154296875,2048
local,2028,csa,186,1.3142552375793457,0.34619140625,2048
local,2028,csa,187,1.3216992616653442,0.3330078125,2048
local,2028,csa,188,1.3233898878097534,0.32275390625,2048
local,2028,csa,189,1.313581109046936,0.341796875,2048
local,2028,csa,190,1.3105050325393677,0.33447265625,2048
local,2028,csa,191,1.3129303455352783,0.3232421875,2048
local,2028,csa,192,1.3118475675582886,0.328125,2048
local,2028,csa,193,1.3081035614013672,0.337890625,2048
local,2028,csa,194,1.30184006690979,0.33349609375,2048
local,2028,csa,195,1.3016208410263062,0.33935546875,2048
local,2028,csa,196,1.2949633598327637,0.3427734375,2048
local,2028,csa,197,1.298639178276062,0.33349609375,2048
local,2028,csa,198,1.2973012924194336,0.33935546875,2048
local,2028,csa,199,1.2965900897979736,0.3203125,2048
local,2028,csa,200,1.297558307647705,0.31982421875,2048
local,2028,csa,201,1.2910290956497192,0.34326171875,2048
local,2028,csa,202,1.2879035472869873,0.34619140625,2048
local,2028,csa,203,1.2849210500717163,0.34130859375,2048
local,2028,csa,204,1.290650725364685,0.3310546875,2048
local,2028,csa,205,1.2847541570663452,0.32470703125,2048
local,2028,csa,206,1.278905987739563,0.33447265625,2048
local,2028,csa,207,1.283200979232788,0.31884765625,2048
local,2028,csa,208,1.279675006866455,0.33642578125,2048
local,2028,csa,209,1.2784608602523804,0.31689453125,2048
local,2028,csa,210,1.275099515914917,0.3203125,2048
local,2028,csa,211,1.2737194299697876,0.3408203125,2048
local,2028,csa,212,1.2779431343078613,0.330078125,2048
local,2028,csa,213,1.271352767944336,0.34423828125,2048
local,2028,csa,214,1.2675143480300903,0.33447265625,2048
local,2028,csa,215,1.270248293876648,0.3330078125,2048
local,2028,csa,216,1.2711553573608398,0.32763671875,2048
local,2028,csa,217,1.266416311264038,0.337890625,2048
local,2028,csa,218,1.265002965927124,0.3330078125,2048
local,2028,csa,219,1.2692177295684814,0.330078125,2048
local,2028,csa,220,1.2601834535598755,0.33544921875,2048
local,2028,csa,221,1.2611770629882812,0.34716796875,2048
local,2028,csa,222,1.2612663507461548,0.328125,2048
local,2028,csa,223,1.2597004175186157,0.32421875,2048
local,2028,csa,224,1.2590807676315308,0.33544921875,2048
local,2028,csa,225,1.2593554258346558,0.32958984375,2048
local,2028,csa,226,1.2555681467056274,0.33349609375,2048
local,2028,csa,227,1.2579280138015747,0.3193359375,2048
local,2028,csa,228,1.2493577003479004,0.34814453125,2048
local,2028,csa,229,1.2515612840652466,0.3291015625,2048
local,2028,csa,230,1.2482481002807617,0.3349609375,2048
local,2028,csa,231,1.2509950399398804,0.34033203125,2048
local,2028,csa,232,1.2469528913497925,0.337890625,2048
local,2028,csa,233,1.2590360641479492,0.3134765625,2048
local,2028,csa,234,1.2519795894622803,0.328125,2048
local,2028,csa,235,1.2474193572998047,0.35009765625,2048
local,2028,csa,236,1.2459328174591064,0.33251953125,2048
local,2028,csa,237,1.244591474533081,0.33203125,2048
local,2028,csa,238,1.2452054023742676,0.33544921875,2048
local,2028,csa,239,1.2414509057998657,0.33349609375,2048
local,2028,csa,240,1.2447715997695923,0.31591796875,2048
local,2028,csa,241,1.2447148561477661,0.30859375,2048
local,2028,csa,242,1.2375892400741577,0.33251953125,2048
local,2028,csa,243,1.2358192205429077,0.33154296875,2048
local,2028,csa,244,1.2345410585403442,0.3369140625,2048
local,2028,csa,245,1.230794906616211,0.33740234375,2048
local,2028,csa,246,1.238631010055542,0.326171875,2048
local,2028,csa,247,1.2333321571350098,0.34326171875,2048
local,2028,csa,248,1.2316703796386719,0.34326171875,2048
local,2028,csa,249,1.2294248342514038,0.35693359375,2048
local,2028,csa,250,1.2291676998138428,0.349609375,2048
local,2028,hca,1,5.028438091278076,0.01318359375,2048
local,2028,hca,2,4.976014614105225,0.0126953125,2048
local,2028,hca,3,4.9523444175720215,0.01123046875,2048
local,2028,hca,4,4.888132572174072,0.01806640625,2048
local,2028,hca,5,4.8756208419799805,0.01025390625,2048
local,2028,hca,6,4.8317790031433105,0.01611328125,2048
local,2028,hca,7,4.804298400878906,0.01904296875,2048
local,2028,hca,8,4.753098011016846,0.02099609375,2048
local,2028,hca,9,4.701619625091553,0.025390625,2048
local,2028,hca,10,4.677467346191406,0.02490234375,2048
local,2028,hca,11,4.650841236114502,0.033203125,2048
local,2028,hca,12,4.608946800231934,0.03857421875,2048
local,2028,hca,13,4.566535949707031,0.0439453125,2048
local,2028,hca,14,4.536055564880371,0.04052734375,2048
local,2028,hca,15,4.499956130981445,0.0390625,2048
local,2028,hca,16,4.468974590301514,0.04833984375,2048
local,2028,hca,17,4.429713726043701,0.05615234375,2048
local,2028,hca,18,4.363409519195557,0.06884765625,2048
local,2028,hca,19,4.34500789642334,0.0771484375,2048
local,2028,hca,20,4.324860095977783,0.08642578125,2048
local,2028,hca,21,4.278376579284668,0.10888671875,2048
local,2028,hca,22,4.251078128814697,0.10400390625,2048
local,2028,hca,23,4.199962615966797,0.1220703125,2048
local,2028,hca,24,4.163764953613281,0.1259765625,2048
local,2028,hca,25,4.135555744171143,0.14111328125,2048
local,2028,hca,26,4.098514556884766,0.14794921875,2048
local,2028,hca,27,4.064691543579102,0.150390625,2048
local,2028,hca,28,4.027250289916992,0.1484375,2048
local,2028,hca,29,3.982499599456787,0.1708984375,2048
local,2028,hca,30,3.9519593715667725,0.1865234375,2048
local,2028,hca,31,3.909060001373291,0.2021484375,2048
local,2028,hca,32,3.8868212699890137,0.2119140625,2048
local,2028,hca,33,3.847717761993408,0.208984375,2048
local,2028,hca,34,3.7970693111419678,0.21728515625,2048
local,2028,hca,35,3.7711524963378906,0.224609375,2048
local,2028,hca,36,3.732283353805542,0.24169921875,2048
local,2028,hca,37,3.704988718032837,0.2373046875,2048
local,2028,hca,38,3.671329975128174,0.2568359375,2048
local,2028,hca,39,3.627448558807373,0.259765625,2048
local,2028,hca,40,3.581705331802368,0.25537109375,2048
local,2028,hca,41,3.5533652305603027,0.27978515625,2048
local,2028,hca,42,3.50943660736084,0.2919921875,2048
local,2028,hca,43,3.478271961212158,0.2890625,2048
local,2028,hca,44,3.4303245544433594,0.2998046875,2048
local,2028,hca,45,3.4077084064483643,0.30810546875,2048
local,2028,hca,46,3.37308669090271,0.27880859375,2048
local,2028,hca,47,3.3143842220306396,0.3125,2048
local,2028,hca,48,3.303239345550537,0.3125,2048
local,2028,hca,49,3.2630221843719482,0.29638671875,2048
local,2028,hca,50,3.2445216178894043,0.28662109375,2048
local,2028,hca,51,3.1993300914764404,0.2958984375,2048
local,2028,hca,52,3.1554455757141113,0.3056640625,2048
local,2028,hca,53,3.1106717586517334,0.32470703125,2048
local,2028,hca,54,3.0812478065490723,0.3193359375,2048
local,2028,hca,55,3.0651004314422607,0.29931640625,2048
local,2028,hca,56,3.033308267593384,0.30810546875,2048
local,2028,hca,57,2.9993035793304443,0.30029296875,2048
local,2028,hca,58,2.938610076904297,0.3349609375,2048
local,2028,hca,59,2.921335220336914,0.3203125,2048
local,2028,hca,60,2.866596221923828,0.33740234375,2048
local,2028,hca,61,2.846961736679077,0.3291015625,2048
local,2028,hca,62,2.8179092407226562,0.33984375,2048
local,2028,hca,63,2.7722413539886475,0.345703125,2048
local,2028,hca,64,2.761477470397949,0.32177734375,2048
local,2028,hca,65,2.7179219722747803,0.33935546875,2048
local,2028,hca,66,2.6808125972747803,0.33740234375,2048
local,2028,hca,67,2.658630609512329,0.3388671875,2048
local,2028,hca,68,2.613619089126587,0.3310546875,2048
local,2028,hca,69,2.59468150138855,0.35107421875,2048
local,2028,hca,70,2.5534281730651855,0.359375,2048
local,2028,hca,71,2.556687116622925,0.33837890625,2048
local,2028,hca,72,2.516082286834717,0.33056640625,2048
local,2028,hca,73,2.5076894760131836,0.31005859375,2048
local,2028,hca,74,2.4615535736083984,0.33251953125,2048
local,2028,hca,75,2.438727855682373,0.33349609375,2048
local,2028,hca,76,2.4007365703582764,0.3447265625,2048
local,2028,hca,77,2.3816869258880615,0.3330078125,2048
local,2028,hca,78,2.350118398666382,0.3271484375,2048
local,2028,hca,79,2.3274295330047607,0.33349609375,2048
local,2028,hca,80,2.3123066425323486,0.30078125,2048
local,2028,hca,81,2.2909231185913086,0.33544921875,2048
local,2028,hca,82,2.2562825679779053,0.32373046875,2048
local,2028,hca,83,2.241201639175415,0.3349609375,2048
local,2028,hca,84,2.2166354656219482,0.3349609375,2048
local,2028,hca,85,2.173245429992676,0.3623046875,2048
local,2028,hca,86,2.1805927753448486,0.31640625,2048
local,2028,hca,87,2.1480631828308105,0.32568359375,2048
local,2028,hca,88,2.1270225048065186,0.32080078125,2048
local,2028,hca,89,2.091796636581421,0.34765625,2048
local,2028,hca,90,2.0783441066741943,0.33203125,2048
local,2028,hca,91,2.063025951385498,0.34521484375,2048
local,2028,hca,92,2.0457096099853516,0.328125,2048
local,2028,hca,93,2.01822829246521,0.33251953125,2048
local,2028,hca,94,2.0107696056365967,0.32470703125,2048
local,2028,hca,95,1.9796665906906128,0.3466796875,2048
local,2028,hca,96,1.960253119468689,0.33740234375,2048
local,2028,hca,97,1.9462438821792603,0.33056640625,2048
local,2028,hca,98,1.932432770729065,0.33447265625,2048
local,2028,hca,99,1.9112492799758911,0.35205078125,2048
local,2028,hca,100,1.9089897871017456,0.3232421875,2048
local,2028,hca,101,1.8740075826644897,0.3427734375,2048
local,2028,hca,102,1.8655463457107544,0.3310546875,2048
local,2028,hca,103,1.8516138792037964,0.33984375,2048
local,2028,hca,104,1.8344990015029907,0.33935546875,2048
local,2028,hca,105,1.8280463218688965,0.33447265625,2048
local,2028,hca,106,1.8191267251968384,0.32568359375,2048
local,2028,hca,107,1.7941598892211914,0.33251953125,2048
local,2028,hca,108,1.7802807092666626,0.33544921875,2048
local,2028,hca,109,1.7718582153320312,0.32763671875,2048
local,2028,hca,110,1.7577234506607056,0.33251953125,2048
local,2028,hca,111,1.7411644458770752,0.34228515625,2048
local,2028,hca,112,1.735466718673706,0.333984375,2048
local,2028,hca,113,1.720793604850769,0.3330078125,2048
local,2028,hca,114,1.710509181022644,0.3291015625,2048
local,2028,hca,115,1.6937260627746582,0.33935546875,2048
local,2028,hca,116,1.6855006217956543,0.34326171875,2048
local,2028,hca,117,1.6641467809677124,0.3505859375,2048
local,2028,hca,118,1.6637500524520874,0.3359375,2048
local,2028,hca,119,1.6502385139465332,0.330078125,2048
local,2028,hca,120,1.6368420124053955,0.35107421875,2048
local,2028,hca,121,1.6278239488601685,0.34228515625,2048
local,2028,hca,122,1.6320946216583252,0.31982421875,2048
local,2028,hca,123,1.6159749031066895,0.32763671875,2048
local,2028,hca,124,1.6043559312820435,0.345703125,2048
local,2028,hca,125,1.5937693119049072,0.34521484375,2048
local,2028,hca,126,1.586128830909729,0.3330078125,2048
local,2028,hca,127,1.5847114324569702,0.3359375,2048
local,2028,hca,128,1.5793335437774658,0.33349609375,2048
local,2028,hca,129,1.5647690296173096,0.32177734375,2048
local,2028,hca,130,1.5571235418319702,0.353515625,2048
local,2028,hca,131,1.5563721656799316,0.3232421875,2048
local,2028,hca,132,1.5428581237792969,0.32666015625,2048
local,2028,hca,133,1.5319560766220093,0.3359375,2048
local,2028,hca,134,1.5271307229995728,0.32958984375,2048
local,2028,hca,135,1.5229190587997437,0.3212890625,2048
local,2028,hca,136,1.5102672576904297,0.341796875,2048
local,2028,hca,137,1.503683090209961,0.3486328125,2048
local,2028,hca,138,1.4989287853240967,0.3388671875,2048
local,2028,hca,139,1.4918782711029053,0.33203125,2048
local,2028,hca,140,1.4834649562835693,0.3447265625,2048
local,2028,hca,141,1.4778022766113281,0.3369140625,2048
local,2028,hca,142,1.4828928709030151,0.33056640625,2048
local,2028,hca,143,1.4748022556304932,0.3212890625,2048
local,2028,hca,144,1.4641284942626953,0.33740234375,2048
local,2028,hca,145,1.4605625867843628,0.32470703125,2048
local,2028,hca,146,1.46271812915802,0.31640625,2048
local,2028,hca,147,1.4497379064559937,0.333984375,2048
local,2028,hca,148,1.4447178840637207,0.33447265625,2048
local,2028,hca,149,1.4396445751190186,0.34033203125,2048
local,2028,hca,150,1.4393444061279297,0.32373046875,2048
local,2028,hca,151,1.4291377067565918,0.3427734375,2048
local,2028,hca,152,1.4290618896484375,0.32958984375,2048
local,2028,hca,153,1.4235013723373413,0.3388671875,2048
local,2028,hca,154,1.4201912879943848,0.32470703125,2048
local,2028,hca,155,1.412928819656372,0.314453125,2048
local,2028,hca,156,1.4091626405715942,0.337890625,2048
local,2028,hca,157,1.4096273183822632,0.3330078125,2048
local,2028,hca,158,1.405723214149475,0.33447265625,2048
local,2028,hca,159,1.4021836519241333,0.32958984375,2048
local,2028,hca,160,1.3880378007888794,0.35400390625,2048
local,2028,hca,161,1.3903690576553345,0.32763671875,2048
local,2028,hca,162,1.3864864110946655,0.32470703125,2048
local,2028,hca,163,1.380573034286499,0.33056640625,2048
local,2028,hca,164,1.3851255178451538,0.3291015625,2048
local,2028,hca,165,1.3746919631958008,0.3447265625,2048
local,2028,hca,166,1.3721632957458496,0.3330078125,2048
local,2028,hca,167,1.3782457113265991,0.31689453125,2048
local,2028,hca,168,1.3662476539611816,0.3310546875,2048
local,2028,hca,169,1.363716721534729,0.34765625,2048
local,2028,hca,170,1.3674712181091309,0.32177734375,2048
local,2028,hca,171,1.3500957489013672,0.3564453125,2048
local,2028,hca,172,1.3616852760314941,0.31298828125,2048
local,2028,hca,173,1.3533891439437866,0.32666015625,2048
local,2028,hca,174,1.3484381437301636,0.341796875,2048
local,2028,hca,175,1.3428205251693726,0.33984375,2048
local,2028,hca,176,1.3464435338974,0.3291015625,2048
local,2028,hca,177,1.343453288078308,0.330078125,2048
local,2028,hca,178,1.3361117839813232,0.33837890625,2048
local,2028,hca,179,1.3323537111282349,0.32861328125,2048
local,2028,hca,180,1.332188367843628,0.34130859375,2048
local,2028,hca,181,1.333017349243164,0.3330078125,2048
local,2028,hca,182,1.3292533159255981,0.32861328125,2048
local,2028,hca,183,1.3282537460327148,0.34130859375,2048
local,2028,hca,184,1.3201569318771362,0.34130859375,2048
local,2028,hca,185,1.3259679079055786,0.32080078125,2048
local,2028,hca,186,1.314051866531372,0.3486328125,2048
local,2028,hca,187,1.320258378982544,0.33837890625,2048
local,2028,hca,188,1.3217549324035645,0.33251953125,2048
local,2028,hca,189,1.3137863874435425,0.33935546875,2048
local,2028,hca,190,1.3091202974319458,0.333984375,2048
local,2028,hca,191,1.3127561807632446,0.32275390625,2048
local,2028,hca,192,1.3079167604446411,0.3232421875,2048
local,2028,hca,193,1.3059593439102173,0.33349609375,2048
local,2028,hca,194,1.298891544342041,0.33349609375,2048
local,2028,hca,195,1.2997270822525024,0.3349609375,2048
local,2028,hca,196,1.2940987348556519,0.34326171875,2048
local,2028,hca,197,1.29561185836792,0.33837890625,2048
local,2028,hca,198,1.2974971532821655,0.32958984375,2048
local,2028,hca,199,1.294942021369934,0.32421875,2048
local,2028,hca,200,1.2963571548461914,0.32080078125,2048
local,2028,hca,201,1.2877299785614014,0.34912109375,2048
local,2028,hca,202,1.2863540649414062,0.33642578125,2048
local,2028,hca,203,1.284087061882019,0.33544921875,2048
local,2028,hca,204,1.287834882736206,0.32080078125,2048
local,2028,hca,205,1.284976601600647,0.33056640625,2048
local,2028,hca,206,1.2793207168579102,0.33203125,2048
local,2028,hca,207,1.281357765197754,0.32373046875,2048
local,2028,hca,208,1.2786017656326294,0.3251953125,2048
local,2028,hca,209,1.2779337167739868,0.31884765625,2048
local,2028,hca,210,1.272489309310913,0.3271484375,2048
local,2028,hca,211,1.270564079284668,0.34619140625,2048
local,2028,hca,212,1.274553656578064,0.33154296875,2048
local,2028,hca,213,1.2696934938430786,0.3408203125,2048
local,2028,hca,214,1.2652534246444702,0.328125,2048
local,2028,hca,215,1.2677358388900757,0.328125,2048
local,2028,hca,216,1.271156907081604,0.32177734375,2048
local,2028,hca,217,1.2637525796890259,0.345703125,2048
local,2028,hca,218,1.2639074325561523,0.32958984375,2048
local,2028,hca,219,1.266836404800415,0.3349609375,2048
local,2028,hca,220,1.2592034339904785,0.341796875,2048
local,2028,hca,221,1.2593863010406494,0.33984375,2048
local,2028,hca,222,1.2592073678970337,0.32861328125,2048
local,2028,hca,223,1.260830283164978,0.328125,2048
local,2028,hca,224,1.2579927444458008,0.3369140625,2048
local,2028,hca,225,1.2571640014648438,0.3359375,2048
local,2028,hca,226,1.2549901008605957,0.32421875,2048
local,2028,hca,227,1.2570898532867432,0.3095703125,2048
local,2028,hca,228,1.247602105140686,0.3408203125,2048
local,2028,hca,229,1.250217080116272,0.3310546875,2048
local,2028,hca,230,1.2494264841079712,0.33447265625,2048
local,2028,hca,231,1.251459002494812,0.3349609375,2048
local,2028,hca,232,1.2455329895019531,0.333984375,2048
local,2028,hca,233,1.2558726072311401,0.31884765625,2048
local,2028,hca,234,1.253846526145935,0.31396484375,2048
local,2028,hca,235,1.245486855506897,0.33935546875,2048
local,2028,hca,236,1.2443275451660156,0.32666015625,2048
local,2028,hca,237,1.2431985139846802,0.33056640625,2048
local,2028,hca,238,1.2420583963394165,0.3486328125,2048
local,2028,hca,239,1.2392609119415283,0.34326171875,2048
local,2028,hca,240,1.2427582740783691,0.3203125,2048
local,2028,hca,241,1.2437562942504883,0.3125,2048
local,2028,hca,242,1.235426902770996,0.330078125,2048
local,2028,hca,243,1.2344450950622559,0.33251953125,2048
local,2028,hca,244,1.2323659658432007,0.34228515625,2048
local,2028,hca,245,1.2286511659622192,0.3369140625,2048
local,2028,hca,246,1.2375317811965942,0.333984375,2048
local,2028,hca,247,1.2317122220993042,0.353515625,2048
local,2028,hca,248,1.2308099269866943,0.3359375,2048
local,2028,hca,249,1.227853775024414,0.35791015625,2048
local,2028,hca,250,1.2289795875549316,0.3359375,2048
local,2028,hybrid,1,4.992815971374512,0.0009765625,2048
local,2028,hybrid,2,4.955080986022949,0.00732421875,2048
local,2028,hybrid,3,4.921179294586182,0.00634765625,2048
local,2028,hybrid,4,4.910353183746338,0.01025390625,2048
local,2028,hybrid,5,4.849177360534668,0.01318359375,2048
local,2028,hybrid,6,4.817866802215576,0.01123046875,2048
local,2028,hybrid,7,4.7833757400512695,0.01611328125,2048
local,2028,hybrid,8,4.728399753570557,0.0224609375,2048
local,2028,hybrid,9,4.706399917602539,0.02001953125,2048
local,2028,hybrid,10,4.6759867668151855,0.02783203125,2048
local,2028,hybrid,11,4.640707969665527,0.0283203125,2048
local,2028,hybrid,12,4.578871250152588,0.03564453125,2048
local,2028,hybrid,13,4.563175678253174,0.04052734375,2048
local,2028,hybrid,14,4.527793884277344,0.041015625,2048
local,2028,hybrid,15,4.493625640869141,0.04736328125,2048
local,2028,hybrid,16,4.4522504806518555,0.05712890625,2048
local,2028,hybrid,17,4.410648345947266,0.06005859375,2048
local,2028,hybrid,18,4.37713623046875,0.0791015625,2048
local,2028,hybrid,19,4.3307952880859375,0.08984375,2048
local,2028,hybrid,20,4.294488906860352,0.10205078125,2048
local,2028,hybrid,21,4.279740810394287,0.107421875,2048
local,2028,hybrid,22,4.236507892608643,0.11669921875,2048
local,2028,hybrid,23,4.206064224243164,0.1279296875,2048
local,2028,hybrid,24,4.147208213806152,0.1455078125,2048
local,2028,hybrid,25,4.124833106994629,0.15185546875,2048
local,2028,hybrid,26,4.072643756866455,0.1552734375,2048
local,2028,hybrid,27,4.043124198913574,0.15283203125,2048
local,2028,hybrid,28,4.0107269287109375,0.17431640625,2048
local,2028,hybrid,29,3.9827020168304443,0.18994140625,2048
local,2028,hybrid,30,3.9423985481262207,0.19091796875,2048
local,2028,hybrid,31,3.899860382080078,0.2060546875,2048
local,2028,hybrid,32,3.8544628620147705,0.2236328125,2048
local,2028,hybrid,33,3.833526611328125,0.23046875,2048
local,2028,hybrid,34,3.7749526500701904,0.240234375,2048
local,2028,hybrid,35,3.771286725997925,0.23388671875,2048
local,2028,hybrid,36,3.7255570888519287,0.24267578125,2048
local,2028,hybrid,37,3.6722781658172607,0.25732421875,2048
local,2028,hybrid,38,3.6284377574920654,0.2705078125,2048
local,2028,hybrid,39,3.6104533672332764,0.265625,2048
local,2028,hybrid,40,3.567919969558716,0.279296875,2048
local,2028,hybrid,41,3.5317320823669434,0.27685546875,2048
local,2028,hybrid,42,3.49444580078125,0.30908203125,2048
local,2028,hybrid,43,3.4493141174316406,0.31396484375,2048
local,2028,hybrid,44,3.414628028869629,0.30615234375,2048
local,2028,hybrid,45,3.3872792720794678,0.314453125,2048
local,2028,hybrid,46,3.350022315979004,0.3134765625,2048
